id,url,base_name,tld,category
74042,http://rpo.library.utoronto.ca/poet/15.html,utoronto,ca,arts
530900,http://www3.sympatico.ca/flkadri/index.html,sympatico,ca,computers
911486,http://members.shaw.ca/wedge-wood,shaw,ca,recreation
397560,http://www.measuremax.ca,measuremax,ca,business
243802,http://www.studiotango.ca/,studiotango,ca,arts
758962,http://scottclinic.ca,scottclinic,ca,health
1257776,http://www.cbc.ca/news/story/1998/02/26/hemp980226.html,cbc,ca,society
1030763,http://www.fur.ca/index-e/pdf/red_fox.pdf,fur,ca,science
445311,http://www.zelus.ca,zelus,ca,business
567322,http://www.iaai.ca/,iaai,ca,computers
704020,http://www.ncf.carleton.ca/acainnerpeace/,carleton,ca,health
647899,http://www3.sympatico.ca/g.giffen/chess.html,sympatico,ca,games
966050,http://services.niagaracollege.ca/athletic/,niagaracollege,ca,reference
1076557,http://at.yorku.ca/amca/,yorku,ca,science
96470,http://www.russellsmith.ca/,russellsmith,ca,arts
1525906,http://www.paintballforum.ca,paintballforum,ca,sports
1511967,http://www.tsn.ca/nhl/teams/?hubname=nhl-capitals,tsn,ca,sports
1037833,http://www.em.ca/garden/native/nat_listera_cordata.html,em,ca,science
337482,http://www.new-media.ca,new-media,ca,business
966129,http://anatomy.queensu.ca/,queensu,ca,reference
1069316,http://www.hydrologic.ca/,hydrologic,ca,science
1430843,http://www.stvladimirs.ca/library/vanity-of-riches.html,stvladimirs,ca,society
1066222,http://www.summitpcgi.ca/index.htm,summitpcgi,ca,science
1068998,http://www.riverworld.bcit.ca/,bcit,ca,science
624715,http://www.canadiancontent.ca/issues/0699frontpage.html,canadiancontent,ca,computers
965759,http://www.uvcs.uvic.ca,uvic,ca,reference
1365154,http://www.st-andrew-anglican.ca/,st-andrew-anglican,ca,society
843918,http://www.dawsontrail.ca/,dawsontrail,ca,news
998194,http://www.accesswave.ca/~hgunn/,accesswave,ca,reference
1271400,http://www.humgen.umontreal.ca/en/,umontreal,ca,society
964911,http://www.ucalgary.ca/ecoclub/,ucalgary,ca,reference
965516,http://www.twu.ca/library/,twu,ca,reference
1007936,http://www.battlefieldhouse.ca/,battlefieldhouse,ca,reference
1503494,http://www.riversedge.ca/,riversedge,ca,sports
1100083,http://www.chass.utoronto.ca/french/as-sa/,utoronto,ca,science
1253345,http://www.yorku.ca/bethune/history.html,yorku,ca,society
97089,http://www.umanitoba.ca/outreach/cm/vol6/no12/wish.html,umanitoba,ca,arts
64567,http://www.fvwg.ca/,fvwg,ca,arts
965790,http://www.maltwood.uvic.ca/auditorium/,uvic,ca,reference
1112083,http://www.casi.ca/,casi,ca,science
538475,http://atrc.utoronto.ca/index.php?option=com_content&amp;task=view&amp;id=213&amp;itemid=94,utoronto,ca,computers
779074,http://www3.sympatico.ca/joanne.magliocco/recipes.html,sympatico,ca,home
333674,http://www.janetmartin.ca,janetmartin,ca,business
1532359,http://www.windsornationals.ca/,windsornationals,ca,sports
1470517,http://www.smu.ca/athletics/basketball-w-welcome.html,smu,ca,sports
860613,http://www.aquatic.uoguelph.ca/birds/birdframes.htm,uoguelph,ca,recreation
785576,http://www.indiagoldpages.ca/gpbname.asp,indiagoldpages,ca,home
966298,http://www.utoronto.ca/,utoronto,ca,reference
966389,http://utcsa.sa.utoronto.ca,utoronto,ca,reference
526959,http://www.permedia.ca,permedia,ca,business
944200,http://www.bpsa-on.ca/,bpsa-on,ca,recreation
97054,http://www.ourcanadiangirl.ca/angelique_author.php,ourcanadiangirl,ca,arts
97077,http://www.umanitoba.ca/cm/cmarchive/vol18no2/goldmntn.html,umanitoba,ca,arts
404900,http://envisionfinancial.ca/,envisionfinancial,ca,business
1255491,http://www.hauntedadventure.ca/,hauntedadventure,ca,society
966857,http://www.usask.ca/medicine/pharmacology/,usask,ca,reference
1056312,http://www.usask.ca/chemistry/groups/steer/web/member.htm,usask,ca,science
833239,http://www.cp-pc.ca/english/iran/index.html,cp-pc,ca,kids
1104236,http://www.mcgill.ca/linguistics/people/goad/,mcgill,ca,science
1436792,http://home.istar.ca/~starman/,istar,ca,society
1046832,http://biodidac.bio.uottawa.ca/thumbnails/filedet.htm?file_name=pter005p&amp;file_type=gif,uottawa,ca,science
757491,http://www.msu.mcmaster.ca/efrt/,mcmaster,ca,health
278067,http://members.shaw.ca/mmwyman,shaw,ca,arts
515090,http://www.maei.ca/,maei,ca,business
965152,http://www.harbour.sfu.ca/maes/,sfu,ca,reference
1106894,http://psychclassics.yorku.ca/cronbach/disciplines/,yorku,ca,science
237387,http://www.thecomicstrip.ca,thecomicstrip,ca,arts
239979,http://www.eurostudios.ca,eurostudios,ca,arts
1031476,http://www.ualberta.ca/~dhik/lsg/index.htm,ualberta,ca,science
257615,http://www.trentu.ca/org/trentradio/,trentu,ca,arts
1345417,http://www.arts.uwaterloo.ca/~celiasmi/,uwaterloo,ca,society
668887,http://www.csd.uwo.ca/infocom/articles/nzt/tslsum87.html#lurking,uwo,ca,games
1251180,http://www.constable.ca/,constable,ca,society
894722,http://www.cancaver.ca/prov/man/,cancaver,ca,recreation
1008787,http://www.sunshinecoastmuseum.ca/,sunshinecoastmuseum,ca,reference
864057,http://members.shaw.ca/river1942/camelot.htm,shaw,ca,recreation
309618,http://www.virginmusic.ca/home.asp,virginmusic,ca,business
1062788,http://www.ucalgary.ca/~longrich/archaeopteryx.html,ucalgary,ca,science
1253354,http://www.umanitoba.ca/outreach/cm/vol11/no10/themindofnormanbethune.html,umanitoba,ca,society
1078847,http://www.math.ubc.ca/~bennett/,ubc,ca,science
965874,http://www.mun.ca/marcomm/gazette/,mun,ca,reference
1453108,http://publicaffairs.scientology-tor.ca,scientology-tor,ca,society
378222,http://www.clipon.ca,clipon,ca,business
171780,http://www.musiccentre.ca/apps/index.cfm?fuseaction=composer.fa_dsp_biography&amp;authpeopleid=628,musiccentre,ca,arts
1503280,http://www.tee-off.ca/courses/mb028.php,tee-off,ca,sports
828893,http://www.nature.ca/notebooks/english/beaver.htm,nature,ca,kids
851524,http://www.sfu.ca/rs/people/cc/war/warlock.htm,sfu,ca,recreation
1414286,http://www.acop.ca/,acop,ca,society
965564,http://www.mmat.ubc.ca/,ubc,ca,reference
1376117,http://www.saskschools.ca/~stmike/,saskschools,ca,society
993276,http://www.upscale.utoronto.ca/generalinterest/harrison/testdesign/testdesign.html,utoronto,ca,reference
1109174,http://www.casw-acts.ca/,casw-acts,ca,science
491469,http://www.mobilesat.ca/,mobilesat,ca,business
299390,http://www.galloway.ca/,galloway,ca,business
138498,http://jam.canoe.ca/music/artists/n/naked_bif/,canoe,ca,arts
1094873,http://discover.brandonu.ca/newhandbook/cdnstudies.asp,brandonu,ca,science
1505943,http://www.yogaforgolf.ca,yogaforgolf,ca,sports
1025023,http://landscape.acadiau.ca/acwern/,acadiau,ca,science
306492,http://www.wedding-video.ca,wedding-video,ca,business
966541,http://socr.uwindsor.ca/,uwindsor,ca,reference
238487,http://www.crumbs.ca,crumbs,ca,arts
291677,http://business.queensu.ca/,queensu,ca,business
779144,http://www.magma.ca/~pfeiffer/sharon/polish.htm,magma,ca,home
964802,http://www.ualberta.ca/artdesign/,ualberta,ca,reference
641470,http://www.pqa.ca/,pqa,ca,computers
965325,http://www2.sfu.ca/apsa/,sfu,ca,reference
929632,http://homepage.usask.ca/~schmutz/dogcolors.html,usask,ca,recreation
393118,http://members.shaw.ca/pacifictv,shaw,ca,business
966708,http://www.umontreal.ca/,umontreal,ca,reference
1560578,http://vass.ca,vass,ca,sports
96973,http://www.umanitoba.ca/cm/cmarchive/authors/gay.html,umanitoba,ca,arts
297028,http://www.forexgroup.ca/index.html,forexgroup,ca,business
397501,http://nextron.ca/,nextron,ca,business
205071,http://www.inukshukproductions.ca/albuminfo/throatsinging.html,inukshukproductions,ca,arts
965514,http://www.twu.ca/awards/,twu,ca,reference
789255,http://gardenline.usask.ca/yards/primrose.html,usask,ca,home
96693,http://www.umanitoba.ca/cm/cmarchive/vol15no5/jacobtwotwodinosaur.html,umanitoba,ca,arts
529494,http://www.scg.uwaterloo.ca/,uwaterloo,ca,computers
966534,http://opirg.uwindsor.ca/,uwindsor,ca,reference
1019818,http://www.ap.stmarys.ca/~guenther/level01/seismology/seismology.html,stmarys,ca,science
1317768,http://www.mountstudents.ca/,mountstudents,ca,society
1095832,http://www.economie.uqam.ca/,uqam,ca,science
1083081,http://www.chemistry.mcmaster.ca/kruse/,mcmaster,ca,science
867022,http://www.julaine.ca/canbiblio/,julaine,ca,recreation
894579,http://www.cancaver.ca/,cancaver,ca,recreation
93196,http://www.library.utoronto.ca/utel/criticism.html,utoronto,ca,arts
1503518,http://www.westviewgolf.ca/,westviewgolf,ca,sports
471867,http://www.marketingmag.ca/,marketingmag,ca,business
461164,http://www.gga.ca/,gga,ca,business
1052525,http://www.chimie.umontreal.ca/english/index_eng.htm,umontreal,ca,science
96560,http://www.athabascau.ca/cll/writers/goto/goto.html,athabascau,ca,arts
194681,http://www.brandonu.ca/bcc/,brandonu,ca,arts
1503180,http://chinookvalley.ca/,chinookvalley,ca,sports
572794,http://www.creativesolution.ca/,creativesolution,ca,computers
1004076,http://www.slis.ualberta.ca/,ualberta,ca,reference
1261873,http://eduserv.edu.yorku.ca/~raja_bhattacharyya/literacy.htm,yorku,ca,society
909512,http://home.cogeco.ca/~stephenx11/,cogeco,ca,recreation
965292,http://www.sfu.ca/facilitiesmanagement/campus/ca_tour.html,sfu,ca,reference
1365391,http://www.ustpaul.ca/,ustpaul,ca,society
594643,http://www.cs.sfu.ca/research/groups/logic-functional.html,sfu,ca,computers
649276,http://www.5vs5.ca/,5vs5,ca,games
613872,http://www.ocelot.ca,ocelot,ca,computers
1509498,http://www.hockey-alberta.ca/,hockey-alberta,ca,sports
1455984,http://www.sahaja-yoga-testimonials.ca,sahaja-yoga-testimonials,ca,society
379527,http://www.bettersleep.ca,bettersleep,ca,business
1016706,http://halifax.rasc.ca/,rasc,ca,science
1343271,http://psychclassics.yorku.ca/james/consciousness.htm,yorku,ca,society
716880,http://www.xlp.ca/,xlp,ca,health
1447,http://members.shaw.ca/lothlorien/,shaw,ca,adult
1436006,http://www.mun.ca/rels/restmov/texts/jwmcgarvey/class1/cnsh110.htm,mun,ca,society
1532373,http://www.fmysa.ca/league.php?scriptname=home&amp;leagueid=5975,fmysa,ca,sports
1009402,http://www.airmuseum.ca,airmuseum,ca,reference
1006999,http://www.moulin.ca/,moulin,ca,reference
362089,http://www.joinery.ca/,joinery,ca,business
1514816,http://www.aikidoseishinkai.ca/,aikidoseishinkai,ca,sports
163871,http://jam.canoe.ca/music/pop_encyclopedia/s/stampeders.html,canoe,ca,arts
97364,http://www.poets.ca/linktext/direct/page.htm,poets,ca,arts
584534,http://www.nordicom.ca/,nordicom,ca,computers
1376295,http://stmary.wcdsb.ca/,wcdsb,ca,society
965734,http://www.research.ubc.ca/,ubc,ca,reference
1559984,http://www.windsorskiclub.ca/,windsorskiclub,ca,sports
57850,http://www.mobicomics.ca,mobicomics,ca,arts
944784,http://www.communitypress.ca/articledisplay.aspx?e=1339908,communitypress,ca,recreation
223661,http://www.accesswave.ca/~jasonlee/,accesswave,ca,arts
965906,http://www.psych.dal.ca/,dal,ca,reference
964875,http://arky.ucalgary.ca/,ucalgary,ca,reference
235053,http://jam.canoe.ca/movies/artists/t/taylor_christine/,canoe,ca,arts
823470,http://members.shaw.ca/sunvalleyventurers/,shaw,ca,kids
1466662,http://faculty.cbu.ca/athletics/site/sportsteams/mbb/,cbu,ca,sports
336164,http://www.bakhen.ca/,bakhen,ca,business
917022,http://www3.sympatico.ca/afghaned/,sympatico,ca,recreation
837652,http://www.kidshelpphone.ca/,kidshelpphone,ca,kids
96600,http://quarles.unbc.ca/kbeeler_html/laurence/laurencetitle.html,unbc,ca,arts
527888,http://www.westcoastsolar.ca,westcoastsolar,ca,business
333834,http://www.pls.cpha.ca/,cpha,ca,business
965021,http://camosun.ca/learn/calendar/,camosun,ca,reference
1414255,http://www.apostolic.ca/,apostolic,ca,society
1003436,http://bcdlib.tc.ca,tc,ca,reference
223073,http://www.clive.canoe.ca/filmfestor/sep10_kelly.html,canoe,ca,arts
1547302,http://www.torontorsc.ca/,torontorsc,ca,sports
966609,http://www.ubishops.ca/ccc/div/hum/mus/,ubishops,ca,reference
1358830,http://www.biblesociety.ca/,biblesociety,ca,society
571840,http://members.shaw.ca/cygnusdesign/,shaw,ca,computers
99638,http://www.reelworld.ca/,reelworld,ca,arts
97125,http://www.siwc.ca/,siwc,ca,arts
1107361,http://www.sfu.ca/~janicki/,sfu,ca,science
1187044,http://www.dogwatchontario.ca/,dogwatchontario,ca,shopping
1560008,http://www.vernonskiclub.ca/,vernonskiclub,ca,sports
1188462,http://www.heirlooms.ca/,heirlooms,ca,shopping
965211,http://www.sfubusiness.ca/hmp/,sfubusiness,ca,reference
182816,http://www.rollobayfiddlefest.ca/,rollobayfiddlefest,ca,arts
1005346,http://library.mcmaster.ca/,mcmaster,ca,reference
447563,http://www.flowrite.ca,flowrite,ca,business
550895,http://www.cyberbullying.ca,cyberbullying,ca,computers
728927,http://www.canadianstrokenetwork.ca/,canadianstrokenetwork,ca,health
421880,http://www.stellarbay.ca/,stellarbay,ca,business
1008838,http://www3.sympatico.ca/nicolston-dam/gristmill.htm,sympatico,ca,reference
549580,http://www.matias.ca/halfkeyboard/index.php?refid=7,matias,ca,computers
716571,http://www.echn.ca,echn,ca,health
517114,http://www.accessair.ca/,accessair,ca,business
1044035,http://www.em.ca/garden/native/nat_circaea%20alpina.html,em,ca,science
964956,http://www.uleth.ca/man/,uleth,ca,reference
713630,http://www.bpvh.ca/,bpvh,ca,health
1321486,http://www.woodhallpark.ca,woodhallpark,ca,society
966344,http://www.vicu.utoronto.ca/vic.htm,utoronto,ca,reference
1498810,http://www.warriorfootball.uwaterloo.ca/,uwaterloo,ca,sports
965469,http://www.sfu.ca/hmsl/,sfu,ca,reference
273528,http://www.artjunction.ca,artjunction,ca,arts
1532247,http://vreds.unb.ca/vreds/en/teams/soccer_men/,unb,ca,sports
707272,http://www.aromatherapy.ca/,aromatherapy,ca,health
207269,http://www.betrayer.ca,betrayer,ca,arts
810690,http://www.cours.fse.ulaval.ca/ten-20727/sitesdescours/000_12automne2003/22182/sante/,ulaval,ca,kids
1111691,http://www.avroland.ca/,avroland,ca,science
1093697,http://anthropology.uwaterloo.ca/arcticarchstuff/,uwaterloo,ca,science
1371070,http://www.ntbc.ca/,ntbc,ca,society
1089266,http://www.umanitoba.ca/faculties/arts/departments/anthropology/,umanitoba,ca,science
1082204,http://www.mat.ulaval.ca/,ulaval,ca,science
1462219,http://individual.utoronto.ca/calvincheng/,utoronto,ca,sports
789859,http://gardenline.usask.ca/veg/,usask,ca,home
1312500,http://www.clubrunner.ca/cprg/home/home.asp?cid=190,clubrunner,ca,society
257572,http://www.cbc.ca/ontheisland/,cbc,ca,arts
96573,http://www.umanitoba.ca/cm/cmarchive/vol22no1/revpassionnarrative.html,umanitoba,ca,arts
236038,http://jam.canoe.ca/movies/artists/w/williams_harland/,canoe,ca,arts
860620,http://ebc.fanweb.ca/,fanweb,ca,recreation
966155,http://www.queensu.ca/envst/,queensu,ca,reference
1452780,http://www.chass.utoronto.ca/~chelland/index.html,utoronto,ca,society
966135,http://www.mast.queensu.ca/,queensu,ca,reference
1085706,http://www.bccrc.ca/ci/,bccrc,ca,science
783812,http://www.wallis.ca/,wallis,ca,home
62641,http://www.beckywebster.ca/,beckywebster,ca,arts
1360064,http://lighthousefm.ca/,lighthousefm,ca,society
726206,http://www.magma.ca/~floods/jimmy.html,magma,ca,health
627884,http://www.osbackup.ca,osbackup,ca,computers
306216,http://urbanrez.ca,urbanrez,ca,business
196035,http://www.perthband.ca/,perthband,ca,arts
431982,http://www.dominos.ca/,dominos,ca,business
965159,http://www.harbour.sfu.ca/psa/,sfu,ca,reference
1018711,http://www.oldwebsite.laurentian.ca/physics/planetarium/planetarium.html,laurentian,ca,science
1473821,http://www.bowlarama.ca/,bowlarama,ca,sports
1104207,http://www.acs.ucalgary.ca/~gharris/,ucalgary,ca,science
238439,http://www.impromaniacs.ca/,impromaniacs,ca,arts
1086668,http://www.math.unb.ca/~ghossain/,unb,ca,science
476042,http://www.mdt.ca/,mdt,ca,business
336205,http://www.bluewolf.ca/,bluewolf,ca,business
1015802,http://www.aquanet.ca/english/research/fish/cfp_bg/sommer.htm,aquanet,ca,science
1365243,http://www.stmargaretbarrie.ca/,stmargaretbarrie,ca,society
147074,http://jam.canoe.ca/music/artists/g/gauthier_mary/2003/07/11/745316.html,canoe,ca,arts
234804,http://www.tribute.ca/newsletter/109/starchat_04.html,tribute,ca,arts
1145186,http://www.islandwoodcraft.ca/,islandwoodcraft,ca,shopping
1285374,http://post.queensu.ca/~hopeb/homepage.html,queensu,ca,society
1049438,http://www.ucalgary.ca/~armstrog/csm-scm,ucalgary,ca,science
965521,http://www.twu.ca/biblical/,twu,ca,reference
1064364,http://www.canadianbiodiversity.mcgill.ca/,mcgill,ca,science
1446020,http://www.ucalgary.ca/~elsegal/rels_365/medphilbibl.html,ucalgary,ca,society
1008775,http://www.crowsnestmuseum.ca/,crowsnestmuseum,ca,reference
1082207,http://www.math.unb.ca/,unb,ca,science
1109318,http://www.msvu.ca/sociology_anthropology/,msvu,ca,science
966284,http://www.admin.uottawa.ca/osic/,uottawa,ca,reference
1149173,http://www.chandostelevision.ca,chandostelevision,ca,shopping
328662,http://www.chromaservices.ca,chromaservices,ca,business
966605,http://www.math.uqam.ca/ism/english/titlpage.html,uqam,ca,reference
276275,http://www.justart.ca/,justart,ca,arts
1044704,http://www.em.ca/garden/native/nat_anemone%20quinquefolia.html,em,ca,science
1272763,http://www.umanitoba.ca/centres/defence/,umanitoba,ca,society
965112,http://www.sfu.ca/bog/,sfu,ca,reference
162290,http://jam.canoe.ca/music/pop_encyclopedia/s/siberry_jane.html,canoe,ca,arts
939152,http://home.cogeco.ca/~roversonlymoot/,cogeco,ca,recreation
1038298,http://www.em.ca/garden/native/nat_streptopus_amplexifolius.html,em,ca,science
1480780,http://www.canadianblindsports.ca/,canadianblindsports,ca,sports
1352316,http://www.ncf.carleton.ca/ip/sigs/arts/music/christian/usenet/wedding.u,carleton,ca,society
96819,http://www.umanitoba.ca/cm/vol5/no21/whatif.html,umanitoba,ca,arts
1466688,http://web2.uwindsor.ca/wsgcms/projects/lancers/mbasketballtpl.php,uwindsor,ca,sports
830950,http://www.yesmag.ca/projects/crystal_gardens.html,yesmag,ca,kids
365313,http://www.timbertec.ca/,timbertec,ca,business
1492991,http://www.eupa.ca/league/,eupa,ca,sports
964938,http://www.uleth.ca/reg/,uleth,ca,reference
141576,http://jam.canoe.ca/music/pop_encyclopedia/c/cole_holly.html,canoe,ca,arts
105920,http://www.espy.ca/movies.php?id=169,espy,ca,arts
21925,http://www.nakedtruth.ca,nakedtruth,ca,adult
1002715,http://www.carleton.ca/kbe/,carleton,ca,reference
733150,http://www.ti.ubc.ca/,ubc,ca,health
964883,http://www.ucalgary.ca/~bahai,ucalgary,ca,reference
1473868,http://www.echobowl.ca/,echobowl,ca,sports
1436914,http://www.metaphysical.ca/forecaster/,metaphysical,ca,society
965782,http://finearts.uvic.ca/theatre/,uvic,ca,reference
966643,http://www.johnmolson.concordia.ca/gprpe/index.cfm,concordia,ca,reference
205066,http://www.inukshukproductions.ca/index.shtml,inukshukproductions,ca,arts
220256,http://jam.canoe.ca/movies/artists/c/carrey_jim/,canoe,ca,arts
1153104,http://www.hasbeans.ca/,hasbeans,ca,shopping
327868,http://www.ristech.ca,ristech,ca,business
1099887,http://www.purelanguage.ca/,purelanguage,ca,science
1421230,http://www.uimc.ca/,uimc,ca,society
1097480,http://www.carleton.ca/~rcarson,carleton,ca,science
944690,http://www.newswire.ca/en/releases/archive/november2007/20/c2083.html,newswire,ca,recreation
1003923,http://www.uoguelph.ca/~lbruce/,uoguelph,ca,reference
844169,http://www.carillon.uregina.ca/,uregina,ca,news
581152,http://www.stir.ca,stir,ca,computers
812021,http://www.canadaegg.ca/bins/content_page.asp?cid=12&amp;lang=2,canadaegg,ca,kids
1510890,http://archives.cbc.ca/idd-1-41-1093/sports/gretzky/,cbc,ca,sports
1081372,http://www.cecm.sfu.ca/,sfu,ca,science
966153,http://www.physics.queensu.ca/,queensu,ca,reference
1075305,http://www.mala.ca/math/pp/,mala,ca,science
483922,http://www.normac.ca/,normac,ca,business
185869,http://www.ralphshaw.ca/,ralphshaw,ca,arts
1376276,http://seh.ycdsb.ca/,ycdsb,ca,society
579687,http://www.xhost.ca/,xhost,ca,computers
914935,http://www.workingbordercollies.ca/,workingbordercollies,ca,recreation
254900,http://www.collectionscanada.ca/02/020115_e.html,collectionscanada,ca,arts
1200715,http://www.shimbo.ca/,shimbo,ca,shopping
965244,http://www.sfu.ca/cognitive-science/,sfu,ca,reference
899259,http://www.manitobanature.ca/fomt,manitobanature,ca,recreation
1253353,http://www.umanitoba.ca/cm/vol6/no18/bethune.html,umanitoba,ca,society
467920,http://www.busadvertising.ca,busadvertising,ca,business
966551,http://www.wlu.ca/physcomp/,wlu,ca,reference
836418,http://www.valleyeastrebels.ca/,valleyeastrebels,ca,kids
568824,http://www.swdesigns.ca/,swdesigns,ca,computers
1181402,http://www.singerschoice.ca/,singerschoice,ca,shopping
1499809,http://linux1.ece.ubc.ca/justice/,ubc,ca,sports
1014475,http://eap.mcgill.ca/cpcm_9.htm,mcgill,ca,science
172045,http://www.musiccentre.ca/apps/index.cfm?fuseaction=composer.fa_dsp_biography&amp;authpeopleid=10689&amp;by=f,musiccentre,ca,arts
964865,http://math.ucalgary.ca/,ucalgary,ca,reference
514978,http://www.cbaa.ca/,cbaa,ca,business
624477,http://www.cs.ualberta.ca/~drafiei/papers/www9.ps,ualberta,ca,computers
240672,http://www.regentacademy.ca,regentacademy,ca,arts
263755,http://www.showcase.ca/queerasfolk/,showcase,ca,arts
1234238,http://culture.alberta.ca/museums/historicsiteslisting/ukrainianvillage/default.aspx,alberta,ca,society
965622,http://www.agsci.ubc.ca/fre/,ubc,ca,reference
75849,http://www.library.utoronto.ca/utel/rp/poems/eec11.html,utoronto,ca,arts
1049588,http://www.innovotech.ca,innovotech,ca,science
943345,http://scouts21.ca/,scouts21,ca,recreation
1099821,http://www.arts.uottawa.ca/conferences/shorts/programme_shorts_2008.pdf,uottawa,ca,science
1022675,http://www.pharmaceuticalcanada.ca/,pharmaceuticalcanada,ca,science
1239703,http://www.sackmann.ca,sackmann,ca,society
1082917,http://jdc.math.uwo.ca/,uwo,ca,science
798153,http://www.extremegamer.ca/psp/reviews/platypus.php,extremegamer,ca,kids
939296,http://www.scouts.ca/cj07/,scouts,ca,recreation
341337,http://www.mcrinvestigative.ca,mcrinvestigative,ca,business
1516667,http://www.shotokankarate.ca/,shotokankarate,ca,sports
1036300,http://www.biology.ualberta.ca/courses.hp/bot511/,ualberta,ca,science
724416,http://www.cirf-hub.ca/,cirf-hub,ca,health
857385,http://www.army.dnd.ca/skyhawks/,dnd,ca,recreation
1040007,http://www.em.ca/garden/native/nat_hesperis_matronalis.html,em,ca,science
1253743,http://www.uoguelph.ca/history/urban.html,uoguelph,ca,society
966438,http://www.uwo.ca/westminster/,uwo,ca,reference
521933,http://www.ameritruck.ca/,ameritruck,ca,business
329729,http://www.effectivepresentations.ca,effectivepresentations,ca,business
787457,http://www.eap.mcgill.ca/publications/eap3.htm,mcgill,ca,home
949767,http://www.cadencecharters.ca/,cadencecharters,ca,recreation
676421,http://www.lanets.ca/,lanets,ca,games
1066982,http://www.ccme.ca/,ccme,ca,science
1094853,http://www.glendon.yorku.ca/english/futurestudents/programs/canadianstudies.html,yorku,ca,science
1073461,http://www.pims.math.ca/birs/workshops/2004/04w5526/,math,ca,science
1127176,http://www.nurturedcub.ca/,nurturedcub,ca,shopping
62756,http://www.quintequiltersguild.ca/,quintequiltersguild,ca,arts
1549799,http://www.canmorehighlandgames.ca,canmorehighlandgames,ca,sports
66913,http://ctheory.concordia.ca/multimedia/dirt/id/page_1.html,concordia,ca,arts
1442197,http://whs.humanists.ca,humanists,ca,society
1489099,http://www.riversidestables.ca/,riversidestables,ca,sports
992578,http://www.yorkvilleu.ca/,yorkvilleu,ca,reference
96698,http://www.umanitoba.ca/cm/vol3/no16/gabrielleroy.html,umanitoba,ca,arts
965977,http://www.cuesef.carleton.ca/,carleton,ca,reference
733890,http://www.stjoes.ca/,stjoes,ca,health
998352,http://www.acs.ucalgary.ca/~dkbrown/index.html,ucalgary,ca,reference
523635,http://www.dte.ca,dte,ca,business
569599,http://www.thewebpeople.ca/,thewebpeople,ca,computers
758304,http://www.clanstewart.ca/~pgsar/,clanstewart,ca,health
1365274,http://www.allsaintshuntsville.ca/,allsaintshuntsville,ca,society
1223359,http://www.nidmar.ca/,nidmar,ca,society
1076146,http://www.mathnews.uwaterloo.ca/,uwaterloo,ca,science
1351089,http://www.cbc.ca/news/background/marriage/index.html,cbc,ca,society
943170,http://www.phlip.ca/scouts/gilwell/nottawasaga_gc.html,phlip,ca,recreation
1340892,http://arts.uwaterloo.ca/acct/care.html,uwaterloo,ca,society
563880,http://www.websearchguide.ca/tutorials/tocfram.htm,websearchguide,ca,computers
1172694,http://www.urbane.ca,urbane,ca,shopping
1059699,http://easweb.eas.ualberta.ca/,ualberta,ca,science
864582,http://www.campwalden.ca/,campwalden,ca,recreation
598527,http://i.csc.uvic.ca/home/hei/ihei.cgi?context=%3ctop:%3c%22lucid%22%3e%3e,uvic,ca,computers
1406444,http://www.saintmarks.ca,saintmarks,ca,society
944785,http://www.thepost.ca/articledisplay.aspx?e=1351523,thepost,ca,recreation
1058199,http://www.gaea.ca/,gaea,ca,science
704974,http://www.breakingthecycle.ca,breakingthecycle,ca,health
334773,http://www.transformyourself.ca/,transformyourself,ca,business
1443411,http://www.youngmuslims.ca/online_library/companions_of_the_prophet/asma.html,youngmuslims,ca,society
863477,http://www.sailra.ca/,sailra,ca,recreation
761033,http://vpgh.ca,vpgh,ca,health
100200,http://jam.canoe.ca/movies/artists/c/craven_wes/,canoe,ca,arts
1448834,http://www.bible.ca/tongues-audio-video-documentation.htm,bible,ca,society
432595,http://www.utilitygarments.ca/,utilitygarments,ca,business
288231,http://www.cfwf.ca/,cfwf,ca,arts
1509771,http://www.canoe.ca/chlqmjhl/baie.html,canoe,ca,sports
72490,http://www.sittle.ca/,sittle,ca,arts
1095816,http://www.uwinnipeg.ca/academic/as/economics/,uwinnipeg,ca,science
1095156,http://www-psychology.concordia.ca/,concordia,ca,science
739147,http://home.cc.umanitoba.ca/~soninr/,umanitoba,ca,health
1355673,http://www.cbc.ca/news/background/dalailama/,cbc,ca,society
965215,http://www.sfu.ca/dialogue/tour.htm,sfu,ca,reference
97365,http://www.ucalgary.ca/uofc/faculties/hum/engl/canada/poet/p_page.htm,ucalgary,ca,arts
954289,http://gateway.uvic.ca/archives/featured_collections/vwma/,uvic,ca,reference
963986,http://web2.concordia.ca/experts/,concordia,ca,reference
1210341,http://www.hubcapman.ca/,hubcapman,ca,shopping
1094441,http://www.chass.utoronto.ca/amphoras/project.html,utoronto,ca,science
1475199,http://www.ccaa.ca/fqse.htm,ccaa,ca,sports
1082216,http://www.umanitoba.ca/statistics/,umanitoba,ca,science
367565,http://www.timberworks.ca,timberworks,ca,business
966698,http://www.presbyteriancollege.ca/library.html,presbyteriancollege,ca,reference
1324105,http://goddess.futurewest.ca/,futurewest,ca,society
1530726,http://www.jordanadultsynchro.ca/,jordanadultsynchro,ca,sports
657355,http://www.puzzles.ca/,puzzles,ca,games
83806,http://www.redcedaraward.ca/,redcedaraward,ca,arts
352992,http://www.lfy.ca/index.html,lfy,ca,business
